Publish date,Trade date,Ticker,Action (Buy/Sell),Est. value,Stock price (Publish date)
2019-11-13,2019-10-15,emn,buy,8000.0,76.84
2019-11-13,2019-10-15,dvn,buy,8000.0,20.19
2019-11-13,2019-10-15,axp,buy,8000.0,117.44
2019-11-13,2019-10-15,mnst,buy,8000.0,58.03
2019-11-13,2019-10-15,apa,buy,8000.0,23.25
2019-11-13,2019-10-15,f,buy,8000.0,8.84
2019-11-13,2019-10-15,de,buy,8000.0,174.06
2019-11-13,2019-10-23,paa,buy,8000.0,14.75
2019-11-13,2019-10-15,ual,buy,8000.0,93.53
2019-11-13,2019-10-15,mpc,buy,8000.0,58.77
2019-11-13,2019-10-15,vrtx,buy,8000.0,204.84
2019-11-13,2019-10-15,pru,buy,8000.0,81.04
2019-11-13,2019-10-15,ba,buy,8000.0,357.88
2019-11-13,2019-10-15,amzn,buy,8000.0,1786.22
2019-11-13,2019-10-15,ip,buy,8000.0,38.76
2019-11-13,2019-10-15,intc,buy,8000.0,56.29
2019-11-13,2019-10-15,regn,buy,8000.0,349.94
2019-11-13,2019-10-15,exc,buy,8000.0,28.69
2019-11-13,2019-10-15,jnj,buy,8000.0,123.78
2019-11-13,2019-10-15,hal,buy,8000.0,20.42
2019-11-13,2019-10-15,ftv,buy,8000.0,59.7
2019-11-13,2019-10-15,cop,buy,8000.0,54.51
2019-11-13,2019-10-15,vz,buy,8000.0,53.99
2019-11-13,2019-10-15,blk,buy,8000.0,462.31
2019-11-13,2019-10-15,eog,buy,8000.0,67.15
2019-11-13,2019-10-15,mo,buy,8000.0,38.88
2019-11-13,2019-10-15,abt,buy,8000.0,80.92
2019-11-13,2019-10-15,mrk,buy,8000.0,73.79
2019-11-13,2019-10-15,unh,buy,8000.0,247.18
2019-11-13,2019-10-21,gps,sell,8000.0,15.87
2019-11-13,2019-10-21,frc,sell,8000.0,107.67
2019-11-13,2019-10-21,hii,sell,8000.0,237.98
2019-11-13,2019-10-21,vtrs,sell,8000.0,17.12
2019-11-13,2019-10-21,tap,sell,8000.0,51.34
2019-11-13,2019-10-21,elan,sell,8000.0,26.57
2019-11-13,2019-10-21,ugi,sell,8000.0,42.72
2019-11-13,2019-10-21,md,sell,8000.0,25.8
2019-11-13,2019-10-21,fang,sell,8000.0,73.14
2019-11-13,2019-10-21,cnk,sell,8000.0,35.13
2019-11-13,2019-10-21,jef,sell,8000.0,18.05
2019-11-13,2019-10-21,mgm,sell,8000.0,31.07
2019-11-13,2019-10-21,rop,sell,8000.0,333.86
2019-11-13,2019-10-21,mnst,sell,8000.0,58.03
2019-11-13,2019-10-21,dvn,sell,8000.0,20.19
2019-11-13,2019-10-21,nktr,sell,8000.0,20.98
2019-11-13,2019-10-21,cnc,sell,8000.0,53.96
2019-11-13,2019-10-21,tdg,sell,8000.0,513.58
2019-11-13,2019-10-21,dal,sell,8000.0,56.82
2019-11-13,2019-10-21,gm,sell,8000.0,37.85
2019-11-13,2019-10-21,pxd,sell,8000.0,125.91
2019-11-13,2019-10-21,bkr,sell,8000.0,20.67
2019-11-13,2019-10-21,amg,sell,8000.0,86.22
2019-11-13,2019-10-21,mar,sell,8000.0,133.23
2019-11-13,2019-10-21,wmb,sell,8000.0,18.77
2019-11-13,2019-10-21,mos,sell,8000.0,20.42
2019-11-13,2019-10-18,entg,sell,8000.0,47.66
2019-11-13,2019-10-21,twtr,sell,8000.0,29.34
2019-11-13,2019-10-01,entg,sell,8000.0,47.66
2019-11-13,2019-10-21,ctva,sell,8000.0,25.73
2019-11-13,2019-10-21,slb,sell,8000.0,34.0
2019-11-13,2019-10-21,ge,sell,8000.0,90.57
2019-11-13,2019-10-21,ctsh,sell,8000.0,61.2
2019-11-13,2019-10-21,dd,sell,8000.0,68.84
2019-11-13,2019-10-21,gd,sell,8000.0,174.75
2019-11-13,2019-10-21,fdx,sell,8000.0,158.98
2019-11-13,2019-10-21,biib,sell,8000.0,296.25
2019-11-13,2019-10-21,omc,sell,8000.0,72.4
2019-11-13,2019-10-21,exc,sell,8000.0,28.69
2019-11-13,2019-10-21,xom,sell,8000.0,60.63
2019-11-13,2019-10-29,dis,sell,8000.0,138.51
2019-11-13,2019-10-21,crm,sell,32500.0,164.37
2019-11-13,2019-10-21,eog,sell,32500.0,67.15
2019-11-13,2019-10-21,nflx,sell,32500.0,295.35
2019-11-13,2019-10-21,lly,sell,32500.0,109.04
2019-11-13,2019-10-21,dis,sell,32500.0,138.51
2019-11-13,2019-10-28,aapl,sell,32500.0,64.62
2019-11-13,2019-10-21,adbe,sell,32500.0,294.16
2019-11-13,2019-10-21,amzn,sell,32500.0,1786.22
2019-11-13,2019-10-21,pfe,sell,32500.0,32.03
2019-11-13,2019-10-21,oi,buy,8000.0,9.2
2019-11-13,2019-10-21,gt,buy,8000.0,16.8
2019-11-13,2019-10-21,meli,buy,8000.0,504.94
2019-11-13,2019-10-21,anet,buy,8000.0,47.79
2019-11-13,2019-10-21,zg,buy,8000.0,38.56
2019-11-13,2019-10-21,ulta,buy,8000.0,246.1
2019-11-13,2019-10-21,nov,buy,8000.0,22.82
2019-11-13,2019-10-21,etsy,buy,8000.0,40.83
2019-11-13,2019-10-21,dxc,buy,8000.0,28.66
2019-11-13,2019-10-21,aes,buy,8000.0,16.73
2019-11-13,2019-10-21,ilmn,buy,8000.0,299.0
2019-11-13,2019-10-21,clr,buy,8000.0,31.35
2019-11-13,2019-10-21,cmg,buy,8000.0,743.37
2019-11-13,2019-10-21,ci,buy,8000.0,187.13
2019-11-13,2019-10-21,lvs,buy,8000.0,61.21
2019-11-13,2019-10-21,dow,buy,8000.0,48.97
2019-11-13,2019-10-21,grmn,buy,8000.0,92.9
2019-11-13,2019-10-21,ffiv,buy,8000.0,147.69
2019-11-13,2019-10-21,nke,buy,8000.0,88.3
2019-11-13,2019-10-21,orcl,buy,8000.0,54.41
2019-11-13,2019-10-21,csx,buy,8000.0,24.09
2019-11-13,2019-10-21,wynn,buy,8000.0,0.0
2019-11-13,2019-10-21,lyb,buy,8000.0,87.0
2019-11-13,2019-10-21,wwe,buy,8000.0,54.68
2019-11-13,2019-10-21,w,buy,8000.0,87.0
2019-11-13,2019-10-21,spot,buy,8000.0,147.44
2019-11-13,2019-10-21,splk,buy,8000.0,125.7
2019-11-13,2019-10-21,atvi,buy,8000.0,51.93
2019-11-13,2019-10-21,emr,buy,8000.0,69.26
2019-11-13,2019-10-21,ftnt,buy,8000.0,95.95
2019-11-13,2019-10-21,mhk,buy,8000.0,151.03
2019-11-13,2019-10-21,sq,buy,8000.0,63.79
2019-11-13,2019-10-21,nsc,buy,8000.0,184.8
2019-11-13,2019-10-21,rcl,buy,8000.0,113.1
2019-11-13,2019-10-21,aon,buy,8000.0,189.76
2019-11-13,2019-10-21,regn,buy,8000.0,349.94
2019-11-13,2019-10-21,hal,buy,8000.0,20.42
2019-11-13,2019-10-21,ftv,buy,8000.0,59.7
2019-11-13,2019-10-21,qrtea,buy,8000.0,6.79
2019-11-13,2019-10-21,mmm,buy,8000.0,157.88
2019-11-13,2019-10-31,alb,buy,8000.0,65.7
2019-11-13,2019-10-21,cop,buy,8000.0,54.51
2019-11-13,2019-10-21,cat,buy,8000.0,140.5
2019-11-13,2019-10-21,tjx,buy,8000.0,56.66
2019-11-13,2019-10-21,apa,buy,8000.0,23.25
2019-11-13,2019-10-21,mro,buy,8000.0,11.77
2019-11-13,2019-10-21,ccl,buy,8000.0,43.66
2019-11-13,2019-10-21,ptc,buy,8000.0,73.18
2019-11-13,2019-10-21,ipg,buy,8000.0,20.29
2019-11-13,2019-10-21,tpr,buy,8000.0,25.48
2019-11-13,2019-10-21,intc,buy,8000.0,56.29
2019-11-13,2019-10-21,vrtx,buy,8000.0,204.84
2019-11-13,2019-10-21,glw,buy,8000.0,27.96
2019-11-13,2019-10-21,antm,buy,8000.0,277.04
2019-11-13,2019-10-21,fb,buy,8000.0,195.06
2019-11-13,2019-10-21,ba,buy,8000.0,357.88
2019-11-13,2019-10-18,nflx,buy,8000.0,295.35
2019-11-13,2019-10-21,axp,buy,8000.0,117.44
2019-11-13,2019-10-21,adsk,buy,8000.0,158.58
2019-11-13,2019-10-21,googl,buy,8000.0,1309.35
2019-11-13,2019-10-21,oxy,buy,8000.0,36.84
2019-11-13,2019-10-28,alb,buy,8000.0,65.7
2019-11-13,2019-10-29,alb,buy,8000.0,65.7
2019-11-13,2019-10-21,pm,buy,32500.0,73.64
2019-11-13,2019-10-21,jnj,buy,32500.0,123.78
2019-11-13,2019-10-21,mrk,buy,32500.0,73.79
2019-11-13,2019-10-21,unh,buy,32500.0,247.18
2019-11-13,2019-10-25,alb,buy,32500.0,65.7
2019-11-13,2019-10-28,aapl,sell,8000.0,64.62
2019-11-13,2019-10-11,fdx,buy,8000.0,158.98
2019-11-13,2019-10-25,alb,buy,8000.0,65.7
2019-11-13,2019-11-08,mgni,sell,32500.0,7.77
2019-11-13,2019-10-17,nflx,buy,8000.0,295.35
2019-11-13,2019-10-21,adp,buy,8000.0,160.07
2019-11-13,2019-11-08,box,sell,8000.0,16.44
2019-11-13,2019-10-21,unp,buy,8000.0,168.12
2019-11-13,2019-10-21,abbv,buy,8000.0,76.66
2019-12-12,2019-11-21,am,sell,8000.0,3.88
2019-12-12,2019-11-22,am,sell,8000.0,3.88
2019-12-12,2019-11-25,am,sell,8000.0,3.88
2019-12-12,2019-11-20,am,sell,8000.0,3.88
2019-12-12,2019-11-29,urbn,buy,8000.0,27.34
2019-12-12,2019-11-08,mndt,buy,8000.0,16.2
2019-12-12,2019-11-19,mndt,buy,8000.0,16.2
2019-12-12,2019-11-14,gpk,buy,8000.0,15.75
2019-12-12,2019-11-08,alb,buy,8000.0,63.06
2019-12-12,2019-11-26,mos,buy,8000.0,17.83
2019-12-12,2019-11-20,alb,buy,8000.0,63.06
2019-12-12,2019-11-20,mndt,buy,8000.0,16.2
2019-12-12,2019-11-20,fb,buy,8000.0,200.87
2019-12-12,2019-11-15,foxa,buy,8000.0,35.07
2019-12-12,2019-11-27,urbn,buy,8000.0,27.34
2019-12-12,2019-11-19,entg,buy,8000.0,47.06
2019-12-12,2019-11-04,cmcsa,buy,8000.0,41.27
2019-12-12,2019-11-26,urbn,buy,32500.0,27.34
2019-12-12,2019-11-08,alb,buy,32500.0,63.06
2019-12-12,2019-11-26,urbn,buy,8000.0,27.34
2019-12-12,2019-11-26,mos,sell,8000.0,17.83
2019-12-12,2019-11-20,mndt,sell,8000.0,16.2
2019-12-12,2019-11-21,fb,buy,8000.0,200.87
2019-12-12,2019-11-19,entg,sell,8000.0,47.06
2019-12-12,2019-11-15,aon,sell,8000.0,201.35
2019-12-12,2019-11-27,intu,buy,8000.0,249.37
2020-01-10,2019-12-12,lly,buy,8000.0,128.59
2020-01-10,2019-12-05,paa,buy,8000.0,15.66
2020-01-10,2019-12-09,epd,buy,8000.0,23.62
2020-01-10,2019-12-12,xom,buy,8000.0,59.73
2020-01-10,2019-12-12,mmm,buy,8000.0,167.17
2020-01-10,2019-12-19,mplx,buy,8000.0,20.6
2020-01-10,2019-12-17,paa,buy,8000.0,15.66
2020-01-10,2019-12-11,dcp,buy,8000.0,21.04
2020-01-10,2019-12-10,ceqp,sell,8000.0,24.2
2020-01-10,2019-12-12,sun,sell,8000.0,25.02
2020-01-10,2019-12-11,paa,buy,8000.0,15.66
2020-01-10,2019-12-17,lng,buy,8000.0,61.62
2020-01-10,2019-12-19,urbn,buy,8000.0,28.49
2020-01-10,2019-12-16,biib,buy,8000.0,292.66
2020-01-10,2019-12-16,exc,buy,8000.0,30.34
2020-01-10,2019-12-16,amzn,buy,8000.0,1891.97
2020-01-10,2019-12-16,entg,sell,8000.0,51.12
2020-01-10,2019-12-10,urbn,buy,8000.0,28.49
2020-01-10,2019-12-30,urbn,buy,8000.0,28.49
2020-01-10,2019-12-16,urbn,buy,8000.0,28.49
2020-01-10,2019-12-04,mos,sell,8000.0,20.65
2020-01-10,2019-12-18,fdx,buy,8000.0,153.12
2020-01-10,2019-12-23,urbn,buy,8000.0,28.49
2020-01-10,2019-12-13,urbn,buy,8000.0,28.49
2020-01-10,2019-12-02,urbn,buy,8000.0,28.49
2020-01-10,2019-12-16,nflx,buy,8000.0,339.26
2020-01-10,2019-12-06,urbn,buy,8000.0,28.49
2020-01-10,2019-12-03,urbn,buy,8000.0,28.49
2020-01-10,2019-12-31,alb,buy,8000.0,69.43
2020-01-10,2019-12-05,alb,buy,8000.0,69.43
2020-01-10,2019-12-11,urbn,buy,8000.0,28.49
2020-01-10,2019-12-05,mos,sell,32500.0,20.65
2020-01-10,2019-12-05,mos,sell,8000.0,20.65
2020-01-10,2019-12-27,bkng,sell,8000.0,2062.9
2020-01-10,2019-12-27,nflx,sell,8000.0,339.26
2020-01-10,2019-12-27,algn,sell,8000.0,286.0
2020-01-10,2019-12-27,nvda,sell,32500.0,59.96
2020-01-10,2019-12-27,nvda,sell,8000.0,59.96
2020-01-10,2019-12-27,amzn,sell,8000.0,1891.97
2020-01-10,2019-12-27,amzn,sell,32500.0,1891.97
2020-01-10,2019-12-27,intu,sell,32500.0,271.32
2020-01-10,2019-12-27,ilmn,sell,32500.0,332.16
2020-01-10,2019-12-27,intu,sell,8000.0,271.32
2020-01-10,2019-12-27,ilmn,sell,8000.0,332.16
2020-01-10,2019-12-27,v,buy,8000.0,189.27
2020-01-10,2019-12-27,pypl,buy,8000.0,111.82
2020-01-10,2019-12-27,ilmn,buy,8000.0,332.16
2020-01-10,2019-12-27,el,buy,8000.0,204.45
2020-01-10,2019-12-27,intu,buy,8000.0,271.32
2020-01-10,2019-12-27,amzn,buy,8000.0,1891.97
2020-01-10,2019-12-27,algn,buy,8000.0,286.0
2020-01-10,2019-12-27,nvda,buy,8000.0,59.96
2020-01-10,2019-12-27,isrg,buy,8000.0,193.93
2020-01-10,2019-12-27,cme,buy,8000.0,198.02
2020-01-10,2019-12-27,nflx,buy,8000.0,339.26
2020-01-10,2019-12-27,spgi,buy,8000.0,279.92
2020-01-10,2019-12-27,bkng,buy,8000.0,2062.9
2020-01-10,2019-12-27,fb,buy,8000.0,215.22
2020-01-10,2019-12-27,info,buy,8000.0,75.82
2020-01-10,2019-12-27,googl,buy,8000.0,1405.04
2020-01-10,2019-12-27,adbe,buy,8000.0,337.87
2020-01-10,2019-12-27,nke,buy,8000.0,99.84
2020-01-10,2019-12-27,ecl,buy,8000.0,184.16
2020-01-10,2019-12-27,msft,buy,8000.0,157.68
2020-02-11,2020-01-08,vmw,sell,8000.0,128.18
2020-02-11,2020-01-08,mac,sell,8000.0,20.36
2020-02-11,2020-01-08,phm,sell,8000.0,45.02
2020-02-11,2020-01-08,anet,sell,8000.0,57.94
2020-02-11,2020-01-08,xrx,sell,8000.0,33.71
2020-02-11,2020-01-08,cof,sell,8000.0,98.62
2020-02-11,2020-01-08,ncr,sell,8000.0,33.2
2020-02-11,2020-01-08,dltr,sell,8000.0,87.14
2020-02-11,2020-01-08,mas,sell,8000.0,47.49
2020-02-11,2020-01-08,vmc,sell,8000.0,143.18
2020-02-11,2020-01-08,wcn,sell,8000.0,97.8
2020-02-11,2020-01-08,man,sell,8000.0,88.14
2020-02-11,2020-01-08,dfs,sell,8000.0,71.48
2020-02-11,2020-01-08,wday,sell,8000.0,192.08
2020-02-11,2020-01-08,cl,sell,8000.0,72.65
2020-02-11,2020-01-08,wynn,sell,8000.0,125.85
2020-02-11,2020-01-08,ntrs,sell,8000.0,96.62
2020-02-11,2020-01-08,wal,sell,8000.0,54.41
2020-02-11,2020-01-08,mpc,sell,8000.0,49.32
2020-02-11,2020-01-08,awk,sell,8000.0,130.74
2020-02-11,2020-01-08,mhk,sell,8000.0,127.01
2020-02-11,2020-01-08,ed,sell,8000.0,84.91
2020-02-11,2020-01-08,stx,sell,8000.0,50.48
2020-02-11,2020-01-08,jci,sell,8000.0,38.08
2020-02-11,2020-01-08,ctsh,sell,8000.0,68.21
2020-02-11,2020-01-08,lmt,sell,8000.0,412.75
2020-02-11,2020-01-08,nlok,sell,8000.0,19.27
2020-02-11,2020-01-08,kmi,sell,8000.0,18.35
2020-02-11,2020-01-08,sbux,sell,8000.0,84.38
2020-02-11,2020-01-08,dis,sell,8000.0,141.02
2020-02-11,2020-01-08,apd,sell,8000.0,239.42
2020-02-11,2020-01-08,unp,sell,8000.0,175.73
2020-02-11,2020-01-08,cvx,sell,8000.0,96.95
2020-02-11,2020-01-08,googl,sell,8000.0,1479.11
2020-02-11,2020-01-08,met,sell,8000.0,47.57
2020-02-11,2020-01-08,duk,sell,8000.0,87.84
2020-02-11,2020-01-08,ba,sell,8000.0,334.76
2020-02-11,2020-01-08,kmb,sell,8000.0,134.7
2020-02-11,2020-01-08,aig,sell,8000.0,50.02
2020-02-11,2020-01-08,a,sell,8000.0,82.06
2020-02-11,2020-01-08,snv,sell,8000.0,33.3
2020-02-11,2020-01-08,ppg,sell,8000.0,118.18
2020-02-11,2020-01-08,ea,sell,8000.0,108.68
2020-02-11,2020-01-08,pfg,sell,8000.0,51.9
2020-02-11,2020-01-08,wtw,sell,8000.0,210.25
2020-02-11,2020-01-08,twtr,sell,8000.0,37.03
2020-02-11,2020-01-08,dhi,sell,8000.0,59.69
2020-02-11,2020-01-08,fdx,sell,8000.0,151.69
2020-02-11,2020-01-08,peg,sell,8000.0,53.82
2020-02-11,2020-01-08,pkg,sell,8000.0,95.42
2020-02-11,2020-01-08,lnc,sell,8000.0,54.87
2020-02-11,2020-01-08,mcd,sell,32500.0,200.72
2020-02-11,2020-01-08,hig,buy,8000.0,56.44
2020-02-11,2020-01-08,omc,buy,8000.0,69.88
2020-02-11,2020-01-08,dri,buy,8000.0,116.67
2020-02-11,2020-01-08,ma,buy,8000.0,323.67
2020-02-11,2020-01-08,stz,buy,8000.0,193.58
2020-02-11,2020-01-08,adsk,buy,8000.0,207.01
2020-02-11,2020-01-08,now,buy,8000.0,341.06
2020-02-11,2020-01-08,ir,buy,8000.0,35.62
2020-02-11,2020-01-08,udr,buy,8000.0,45.62
2020-02-11,2020-01-08,chrw,buy,8000.0,71.83
2020-02-11,2020-01-08,unm,buy,8000.0,26.34
2020-02-11,2020-01-08,hlt,buy,8000.0,110.67
2020-02-11,2020-01-08,rsg,buy,8000.0,93.85
2020-02-11,2020-01-08,azo,buy,8000.0,1058.91
2020-02-11,2020-01-08,dow,buy,8000.0,42.68
2020-02-11,2020-01-08,ccl,buy,8000.0,41.71
2020-02-11,2020-01-08,pnw,buy,8000.0,90.2
2020-02-11,2020-01-08,noc,buy,8000.0,347.81
2020-02-11,2020-01-08,ttwo,buy,8000.0,112.6
2020-02-11,2020-01-08,atvi,buy,8000.0,60.83
2020-02-11,2020-01-08,mmc,buy,8000.0,112.36
2020-02-11,2020-01-08,lyv,buy,8000.0,72.19
2020-02-11,2020-01-08,ulta,buy,8000.0,295.96
2020-02-11,2020-01-08,exc,buy,8000.0,31.77
2020-02-11,2020-01-08,fis,buy,8000.0,143.28
2020-02-11,2020-01-08,len,buy,8000.0,67.48
2020-02-11,2020-01-08,vz,buy,8000.0,54.85
2020-02-11,2020-01-08,chd,buy,8000.0,72.57
2020-02-11,2020-01-08,nsc,buy,8000.0,201.78
2020-02-11,2020-01-08,yum,buy,8000.0,98.01
2020-02-11,2020-01-08,cme,buy,8000.0,204.75
2020-02-11,2020-01-08,xom,buy,8000.0,52.93
2020-02-11,2020-01-08,mmm,buy,8000.0,148.15
2020-02-11,2020-01-08,bac,buy,8000.0,32.91
2020-02-11,2020-01-08,hon,buy,8000.0,167.48
2020-02-11,2020-01-08,lly,buy,8000.0,140.8
2020-02-11,2020-01-08,pfe,buy,8000.0,33.57
2020-02-11,2020-01-08,fb,buy,8000.0,212.33
2020-02-11,2020-01-08,amzn,buy,8000.0,2079.28
2020-02-11,2020-01-08,dd,buy,8000.0,50.35
2020-02-11,2020-01-08,mar,buy,8000.0,143.49
2020-02-11,2020-01-08,afl,buy,8000.0,49.94
2020-02-11,2020-01-08,rtx,buy,8000.0,93.16
2020-02-11,2020-01-08,ni,buy,8000.0,27.72
2020-02-11,2020-01-08,bsx,buy,8000.0,42.19
2020-02-11,2020-01-08,axp,buy,8000.0,128.14
2020-02-11,2020-01-08,bk,buy,8000.0,44.58
2020-02-11,2020-01-08,schw,buy,8000.0,45.88
2020-02-11,2020-01-08,adbe,buy,8000.0,366.09
2020-02-11,2020-01-08,pru,buy,8000.0,84.05
2020-02-11,2020-01-08,mu,buy,8000.0,56.88
2020-02-11,2020-01-08,dal,buy,8000.0,57.52
2020-02-11,2020-01-08,crm,buy,8000.0,185.72
2020-02-11,2020-01-08,v,buy,8000.0,199.94
2020-02-11,2020-01-08,clx,buy,8000.0,159.25
2020-02-11,2020-01-08,gm,buy,8000.0,33.22
2020-02-11,2020-01-08,cnp,buy,8000.0,25.02
2020-02-11,2020-01-08,cost,sell,8000.0,302.0
2020-02-11,2020-01-08,ugi,sell,8000.0,39.38
2020-02-11,2020-01-08,etsy,sell,8000.0,49.64
2020-02-11,2020-01-08,nrg,sell,8000.0,35.35
2020-02-11,2020-01-08,gt,sell,8000.0,13.42
2020-02-11,2020-01-08,prgo,sell,8000.0,57.12
2020-02-11,2020-01-08,exr,sell,8000.0,103.59
2020-02-11,2020-01-08,ffiv,sell,8000.0,123.58
2020-02-11,2020-01-08,w,sell,8000.0,99.31
2020-02-11,2020-01-08,ebay,sell,8000.0,35.47
2020-02-11,2020-01-08,aal,sell,8000.0,28.19
2020-02-11,2020-01-08,yumc,sell,8000.0,42.17
2020-02-11,2020-01-08,coty,sell,8000.0,11.9
2020-02-11,2020-01-08,exel,sell,8000.0,19.02
2020-02-11,2020-01-08,osk,sell,8000.0,84.5
2020-02-11,2020-01-08,txt,sell,8000.0,50.58
2020-02-11,2020-01-08,len,sell,8000.0,67.48
2020-02-11,2020-01-08,mar,sell,8000.0,143.49
2020-02-11,2020-01-22,gpk,sell,8000.0,15.28
2020-02-11,2020-01-08,yndx,sell,8000.0,48.49
2020-02-11,2020-01-10,entg,sell,8000.0,54.93
2020-02-11,2020-01-08,mnst,sell,8000.0,68.91
2020-02-11,2020-01-02,entg,sell,8000.0,54.93
2020-02-11,2020-01-23,dish,sell,8000.0,36.78
2020-02-11,2020-01-08,oxy,sell,8000.0,40.52
2020-02-11,2020-01-08,fbhs,sell,8000.0,68.87
2020-02-11,2020-01-08,stz,sell,8000.0,193.58
2020-02-11,2020-01-08,hbi,sell,8000.0,12.95
2020-02-11,2020-01-29,axta,sell,8000.0,29.3
2020-02-11,2020-01-08,pnfp,sell,8000.0,59.05
2020-02-11,2020-01-08,chrw,sell,8000.0,71.83
2020-02-11,2020-01-08,lrcx,sell,8000.0,308.91
2020-02-11,2020-01-08,qrtea,sell,8000.0,5.43
2020-02-11,2020-01-08,nxpi,sell,8000.0,129.78
2020-02-11,2020-01-08,wwe,sell,8000.0,41.68
2020-02-11,2020-01-14,gpk,sell,8000.0,15.28
2020-02-11,2020-01-28,aapl,sell,8000.0,77.81
2020-02-11,2020-01-24,dish,sell,8000.0,36.78
2020-02-11,2020-01-08,de,sell,8000.0,162.81
2020-02-11,2020-01-08,xray,sell,8000.0,56.37
2020-02-11,2020-01-10,aapl,sell,8000.0,77.81
2020-02-11,2020-01-08,expe,sell,8000.0,109.68
2020-02-11,2020-01-08,tsn,sell,8000.0,76.08
2020-02-11,2020-01-08,pru,sell,8000.0,84.05
2020-02-11,2020-01-14,entg,sell,8000.0,54.85
2020-02-11,2020-01-08,rost,sell,8000.0,115.52
2020-02-11,2020-01-08,frc,sell,8000.0,113.12
2020-02-11,2020-01-07,mndt,sell,8000.0,15.08
2020-02-11,2020-01-08,orcl,sell,8000.0,52.79
2020-02-11,2020-01-13,entg,sell,8000.0,54.85
2020-02-11,2020-01-30,bac,sell,8000.0,32.91
2020-02-11,2020-01-08,yum,sell,8000.0,98.01
2020-02-11,2020-01-08,incy,sell,8000.0,74.14
2020-02-11,2020-01-02,mrk,sell,8000.0,75.26
2020-02-11,2020-01-08,trv,sell,32500.0,128.77
2020-02-11,2020-01-08,a,sell,32500.0,81.93
2020-02-11,2020-01-08,bdx,sell,32500.0,233.69
2020-02-11,2020-01-02,entg,sell,32500.0,54.85
2020-02-11,2020-01-08,on,sell,32500.0,20.45
2020-02-11,2020-01-08,pep,sell,32500.0,136.35
2020-02-11,2020-01-08,pcar,sell,32500.0,70.75
2020-02-11,2020-01-27,gpk,sell,32500.0,15.22
2020-02-11,2020-01-08,mchp,sell,32500.0,51.61
2020-02-11,2020-01-08,amat,sell,75000.0,60.35
2020-02-11,2020-01-08,avgo,sell,75000.0,290.8
2020-02-11,2020-01-08,cvx,sell,75000.0,96.95
2020-02-11,2020-01-08,c,sell,32500.0,72.74
2020-02-11,2020-01-13,aapl,sell,32500.0,77.48
2020-02-11,2020-01-08,blk,sell,32500.0,527.88
2020-02-11,2020-01-08,ame,sell,32500.0,96.79
2020-02-11,2020-01-08,sbux,sell,32500.0,83.27
2020-02-11,2020-01-08,pypl,sell,32500.0,118.88
2020-02-11,2020-01-08,kmi,sell,32500.0,18.35
2020-02-11,2020-01-08,itw,sell,32500.0,174.27
2020-02-11,2020-01-30,bac,sell,32500.0,32.91
2020-02-11,2020-01-08,hig,sell,32500.0,56.44
2020-02-11,2020-01-08,wtw,sell,32500.0,203.97
2020-02-11,2020-01-08,spgi,sell,32500.0,290.2
2020-02-11,2020-01-08,avb,buy,8000.0,202.93
2020-02-11,2020-01-08,amtd,buy,8000.0,8.5
2020-02-11,2020-01-08,wdc,buy,8000.0,66.16
2020-02-11,2020-01-08,vrsk,buy,8000.0,166.76
2020-02-11,2020-01-08,sna,buy,8000.0,146.77
2020-02-11,2020-01-08,csx,buy,8000.0,25.25
2020-02-11,2020-01-08,agco,buy,8000.0,64.04
2020-02-11,2020-01-08,vfc,buy,8000.0,77.99
2020-02-11,2020-01-08,lw,buy,8000.0,91.78
2020-02-11,2020-01-08,abbv,buy,8000.0,83.0
2020-02-11,2020-01-08,acgl,buy,8000.0,46.15
2020-02-11,2020-01-08,eqr,buy,8000.0,77.79
2020-02-11,2020-01-08,mrvl,buy,8000.0,23.74
2020-02-11,2020-01-08,nclh,buy,8000.0,52.81
2020-02-11,2020-01-08,entg,buy,8000.0,54.85
2020-02-11,2020-01-08,l,buy,8000.0,52.62
2020-02-11,2020-01-08,pnr,buy,8000.0,42.2
2020-02-11,2020-01-08,f,buy,8000.0,8.01
2020-02-11,2020-01-08,vrsn,buy,8000.0,205.07
2020-02-11,2020-01-08,ibkr,buy,8000.0,50.97
2020-02-11,2020-01-08,ecl,buy,8000.0,201.28
2020-02-11,2020-01-08,mpwr,buy,8000.0,177.38
2020-02-11,2020-01-08,mksi,buy,8000.0,108.82
2020-02-11,2020-01-08,pxd,buy,8000.0,126.88
2020-02-11,2020-01-08,mgm,buy,8000.0,31.11
2020-02-11,2020-01-08,bhf,buy,8000.0,42.21
2020-02-11,2020-01-08,vrtx,buy,8000.0,240.06
2020-02-11,2020-01-08,tt,buy,8000.0,106.12
2020-02-11,2020-01-08,tfc,buy,8000.0,50.0
2020-02-11,2020-01-08,orly,buy,8000.0,387.69
2020-02-11,2020-01-08,ter,buy,8000.0,68.82
2020-02-11,2020-01-08,hpq,buy,8000.0,20.27
2020-02-11,2020-01-08,ccep,buy,8000.0,50.81
2020-02-11,2020-01-08,tel,buy,8000.0,89.77
2020-02-11,2020-01-08,amcr,buy,8000.0,9.85
2020-02-11,2020-01-08,lvs,buy,8000.0,65.49
2020-02-11,2020-01-08,nke,buy,8000.0,97.54
2020-02-11,2020-01-08,zbra,buy,8000.0,247.26
2020-02-11,2020-01-08,pgr,buy,8000.0,77.56
2020-02-11,2020-01-08,iex,buy,8000.0,167.71
