Publish date,Trade date,Ticker,Action (Buy/Sell),Est. value,Stock price (Publish date)
2019-05-11,2019-04-29,reg,sell,8000.0,57.65
2019-05-11,2019-04-29,fis,sell,8000.0,112.7
2019-05-11,2019-04-29,wec,sell,8000.0,71.14
2019-05-11,2019-04-29,icpt,sell,8000.0,83.9
2019-05-11,2019-04-29,nlsn,sell,8000.0,22.77
2019-05-11,2019-04-29,jwn,sell,8000.0,37.71
2019-05-11,2019-04-29,crl,sell,8000.0,136.68
2019-05-11,2019-04-29,alb,sell,8000.0,69.55
2019-05-11,2019-04-29,ads,sell,8000.0,142.68
2019-05-11,2019-04-29,mac,sell,8000.0,33.57
2019-05-11,2019-04-29,duk,sell,8000.0,76.72
2019-05-11,2019-04-29,sgen,sell,8000.0,67.86
2019-05-11,2019-04-29,gddy,sell,8000.0,78.32
2019-05-11,2019-04-29,lumn,sell,8000.0,8.43
2019-05-11,2019-04-29,uhs,sell,8000.0,122.47
2019-05-11,2019-04-29,gpc,sell,8000.0,89.93
2019-05-11,2019-04-29,adp,sell,8000.0,151.55
2019-05-11,2019-04-29,noc,sell,8000.0,286.32
2019-05-11,2019-04-29,rsg,sell,8000.0,78.52
2019-05-11,2019-04-29,expe,sell,8000.0,119.11
2019-05-11,2019-04-29,md,sell,8000.0,29.76
2019-05-11,2019-04-29,bbwi,sell,8000.0,18.28
2019-05-11,2019-04-29,hal,sell,8000.0,24.52
2019-05-11,2019-04-29,oxy,sell,8000.0,51.5
2019-05-11,2019-04-29,intc,sell,8000.0,43.3
2019-05-11,2019-04-29,ions,sell,8000.0,67.36
2019-05-11,2019-04-29,ko,sell,8000.0,43.11
2019-05-11,2019-04-29,ge,sell,8000.0,79.36
2019-05-11,2019-04-29,syy,sell,8000.0,68.09
2019-05-11,2019-04-29,rmd,sell,8000.0,106.59
2019-05-11,2019-04-29,vmw,sell,8000.0,164.51
2019-05-11,2019-04-29,ttwo,sell,8000.0,102.12
2019-05-11,2019-04-29,pki,sell,8000.0,92.0
2019-05-11,2019-04-29,ibm,sell,8000.0,110.54
2019-05-11,2019-04-29,bkr,sell,8000.0,20.38
2019-05-11,2019-04-29,bmrn,sell,8000.0,83.38
2019-05-11,2019-04-29,ea,sell,8000.0,92.61
2019-05-11,2019-04-29,it,sell,8000.0,153.88
2019-05-11,2019-04-29,amcx,sell,8000.0,55.62
2019-05-11,2019-04-29,aal,sell,8000.0,33.37
2019-05-11,2019-04-29,ptc,sell,8000.0,86.33
2019-05-11,2019-04-29,apa,sell,8000.0,29.54
2019-05-11,2019-04-29,tpr,sell,8000.0,31.01
2019-05-11,2019-04-29,dri,sell,8000.0,114.32
2019-05-11,2019-04-29,hbi,sell,8000.0,15.54
2019-05-11,2019-04-29,psx,sell,8000.0,74.83
2019-05-11,2019-04-29,bkng,sell,8000.0,1860.0
2019-05-11,2019-04-29,schw,sell,8000.0,43.88
2019-05-11,2019-04-29,mpc,sell,8000.0,46.36
2019-05-11,2019-04-29,disca,sell,8000.0,28.45
2019-05-11,2019-04-29,cdns,sell,8000.0,68.7
2019-05-11,2019-04-29,abc,sell,8000.0,75.27
2019-05-11,2019-04-29,aep,sell,8000.0,75.75
2019-05-11,2019-04-30,entg,sell,8000.0,38.25
2019-05-11,2019-04-29,ilmn,sell,8000.0,319.08
2019-05-11,2019-04-29,adsk,sell,8000.0,174.19
2019-05-11,2019-04-29,vrsn,sell,8000.0,195.0
2019-05-11,2019-04-29,hca,sell,8000.0,121.82
2019-05-11,2019-04-29,ups,sell,32500.0,92.35
2019-05-11,2019-04-29,isrg,sell,32500.0,166.07
2019-05-11,2019-04-29,xom,sell,32500.0,64.15
2019-05-11,2019-04-29,mmm,sell,32500.0,158.96
2019-05-11,2019-04-29,cop,sell,32500.0,55.81
2019-05-11,2019-04-29,low,sell,32500.0,102.09
2019-05-11,2019-04-29,crm,sell,32500.0,160.61
2019-05-11,2019-04-29,adbe,sell,32500.0,279.5
2019-05-11,2019-04-29,amgn,sell,32500.0,157.85
2019-05-11,2019-04-29,unh,sell,32500.0,231.67
2019-05-11,2019-04-29,tmo,sell,32500.0,267.51
2019-05-11,2019-04-29,lly,sell,32500.0,109.99
2019-05-11,2019-04-29,ma,sell,32500.0,244.92
2019-05-11,2019-04-29,cmg,buy,8000.0,705.13
2019-05-11,2019-04-29,gpk,buy,8000.0,12.82
2019-05-11,2019-04-29,flt,buy,8000.0,265.87
2019-05-11,2019-04-29,mdt,buy,8000.0,82.52
2019-05-11,2019-04-29,cmcsa,buy,8000.0,40.41
2019-05-11,2019-04-29,grmn,buy,8000.0,73.26
2019-05-11,2019-04-29,keys,buy,8000.0,86.3
2019-05-11,2019-04-29,panw,buy,8000.0,238.48
2019-05-11,2019-04-29,azpn,buy,8000.0,117.27
2019-05-11,2019-04-29,wll,buy,8000.0,23.6
2019-05-11,2019-04-29,br,buy,8000.0,113.92
2019-05-11,2019-04-29,gwre,buy,8000.0,103.29
2019-05-11,2019-04-29,ssnc,buy,8000.0,56.78
2019-05-11,2019-04-29,ntap,buy,8000.0,62.26
2019-05-11,2019-04-29,wex,buy,8000.0,203.91
2019-05-11,2019-04-29,payc,buy,8000.0,210.55
2019-05-11,2019-04-29,fico,buy,8000.0,287.21
2019-05-11,2019-04-29,uri,buy,8000.0,133.39
2019-05-11,2019-04-29,hfc,buy,8000.0,40.24
2019-05-11,2019-04-29,aer,buy,8000.0,49.77
2019-05-11,2019-04-29,mgm,buy,8000.0,25.0
2019-05-11,2019-04-29,zen,buy,8000.0,87.26
2019-05-11,2019-04-29,gpn,buy,8000.0,145.14
2019-05-11,2019-04-29,gww,buy,8000.0,254.23
2019-05-11,2019-04-29,splk,buy,8000.0,134.19
2019-05-11,2019-04-29,antm,buy,8000.0,259.98
2019-05-11,2019-04-29,dal,buy,8000.0,55.1
2019-05-11,2019-04-29,sq,buy,8000.0,66.39
2019-05-11,2019-04-29,abmd,buy,8000.0,260.74
2019-05-11,2019-04-29,cah,buy,8000.0,44.78
2019-05-11,2019-04-29,brkr,buy,8000.0,41.88
2019-05-11,2019-04-29,leg,buy,8000.0,33.91
2019-05-11,2019-04-29,rng,buy,8000.0,123.7
2019-05-11,2019-04-29,team,buy,8000.0,129.97
2019-05-11,2019-04-29,msi,buy,8000.0,141.98
2019-05-11,2019-04-29,cat,buy,8000.0,122.15
2019-05-11,2019-04-29,has,buy,8000.0,92.35
2019-05-11,2019-04-29,aapl,buy,8000.0,48.24
2019-05-11,2019-04-29,bsx,buy,8000.0,37.07
2019-05-11,2019-04-29,clr,buy,8000.0,41.21
2019-05-11,2019-04-29,exc,buy,8000.0,31.38
2019-05-11,2019-04-29,algn,buy,8000.0,324.77
2019-05-11,2019-04-29,mro,buy,8000.0,14.68
2019-05-11,2019-04-29,luv,buy,8000.0,51.71
2019-05-11,2019-04-29,vrtx,buy,8000.0,169.36
2019-05-11,2019-04-29,hpq,buy,8000.0,17.54
2019-05-11,2019-04-29,ulta,buy,8000.0,347.01
2019-05-11,2019-04-29,lin,buy,8000.0,173.49
2019-05-11,2019-04-29,ctxs,buy,8000.0,93.48
2019-05-11,2019-04-26,fdx,buy,8000.0,172.27
2019-05-11,2019-04-29,fb,buy,8000.0,190.0
2019-05-11,2019-04-29,ecl,buy,8000.0,176.19
2019-05-11,2019-04-29,abt,buy,8000.0,72.97
2019-05-11,2019-04-29,rost,buy,8000.0,94.75
2019-05-11,2019-04-29,now,buy,8000.0,275.2
2019-05-11,2019-04-29,ctas,buy,8000.0,214.61
2019-05-11,2019-04-29,wday,buy,8000.0,204.23
2019-05-11,2019-04-29,wat,buy,8000.0,216.78
2019-05-11,2019-04-29,vfc,buy,8000.0,81.9
2019-05-11,2019-04-29,wba,buy,8000.0,47.71
2019-05-11,2019-04-29,dhr,buy,8000.0,130.75
2019-05-11,2019-04-29,ftnt,buy,8000.0,81.81
2019-05-11,2019-04-29,payx,buy,8000.0,77.36
2019-05-11,2019-04-29,ge,buy,8000.0,79.36
2019-05-11,2019-04-29,mck,buy,8000.0,130.82
2019-05-11,2019-04-29,tdg,buy,8000.0,422.44
2019-05-11,2019-04-29,pxd,buy,8000.0,140.33
2019-05-11,2019-04-29,qcom,buy,8000.0,77.93
2019-05-11,2019-04-29,a,buy,8000.0,75.36
2019-05-11,2019-04-29,chtr,buy,8000.0,378.3
2019-05-11,2019-04-30,glw,buy,8000.0,28.2
2019-05-11,2019-04-29,hum,buy,8000.0,240.52
2019-05-11,2019-04-29,bmy,buy,8000.0,42.96
2019-05-11,2019-04-29,iqv,buy,8000.0,134.51
2019-05-11,2019-04-29,cnc,buy,8000.0,54.74
2019-05-11,2019-04-29,mtd,buy,8000.0,741.67
2019-05-11,2019-04-29,biib,buy,8000.0,228.5
2019-05-11,2019-04-29,slb,buy,8000.0,36.51
2019-05-11,2019-04-29,jpm,buy,8000.0,104.01
2019-05-11,2019-04-29,v,buy,8000.0,158.44
2019-05-11,2019-04-29,wfc,buy,8000.0,42.92
2019-05-11,2019-04-29,ew,buy,8000.0,60.45
2019-05-11,2019-04-29,googl,buy,8000.0,1176.28
2019-05-11,2019-04-29,nee,buy,8000.0,44.29
2019-05-11,2019-04-29,amzn,buy,8000.0,1903.79
2019-05-11,2019-04-29,jnj,buy,8000.0,128.63
2019-05-11,2019-04-29,ba,buy,8000.0,341.36
2019-05-11,2019-04-29,zts,buy,8000.0,100.92
2019-05-11,2019-04-29,orly,buy,8000.0,368.62
2019-05-11,2019-04-29,cme,buy,8000.0,171.76
2019-05-11,2019-04-29,acn,buy,8000.0,168.95
2019-05-11,2019-04-29,emr,buy,8000.0,61.68
2019-05-11,2019-04-29,fdx,buy,8000.0,172.86
2019-05-11,2019-04-29,fisv,buy,8000.0,84.69
2019-05-11,2019-04-29,t,buy,8000.0,17.45
2019-05-11,2019-04-29,ci,buy,32500.0,155.83
2019-05-11,2019-04-29,eog,buy,32500.0,85.09
2019-05-11,2019-04-29,dis,buy,32500.0,132.7
2019-05-11,2019-04-29,cvs,buy,32500.0,51.19
2019-05-11,2019-04-29,intu,buy,32500.0,241.81
2019-05-11,2019-04-29,msft,buy,75000.0,124.7
2019-05-11,2019-04-29,abbv,buy,32500.0,66.7
2019-06-12,2019-05-28,kss,sell,8000.0,44.53
2019-06-12,2019-05-28,mro,sell,8000.0,12.97
2019-06-12,2019-05-28,chrw,sell,8000.0,77.03
2019-06-12,2019-05-28,ovv,sell,8000.0,23.09
2019-06-12,2019-05-28,lea,sell,8000.0,131.9
2019-06-12,2019-05-28,clx,sell,8000.0,146.96
2019-06-12,2019-05-28,foxa,sell,8000.0,33.09
2019-06-12,2019-05-28,bwa,sell,8000.0,38.88
2019-06-12,2019-05-28,pxd,sell,8000.0,134.68
2019-06-12,2019-05-28,bkr,sell,8000.0,21.27
2019-06-12,2019-05-28,jef,sell,8000.0,15.56
2019-06-12,2019-05-28,trip,sell,8000.0,40.6
2019-06-12,2019-05-28,dxc,sell,8000.0,49.14
2019-06-12,2019-05-28,nue,sell,8000.0,47.09
2019-06-12,2019-05-28,ccl,sell,8000.0,51.4
2019-06-12,2019-05-28,ehc,sell,8000.0,57.71
2019-06-12,2019-05-28,glw,sell,8000.0,29.03
2019-06-12,2019-05-28,ppl,sell,8000.0,26.65
2019-06-12,2019-05-28,hsy,sell,8000.0,129.85
2019-06-12,2019-05-28,vlo,sell,8000.0,65.37
2019-06-12,2019-05-28,de,sell,8000.0,146.35
2019-06-12,2019-05-28,schw,sell,8000.0,41.64
2019-06-12,2019-05-28,cma,sell,8000.0,61.45
2019-06-12,2019-05-28,atvi,sell,8000.0,45.49
2019-06-12,2019-05-28,low,sell,8000.0,92.04
2019-06-12,2019-05-28,rsg,sell,8000.0,82.51
2019-06-12,2019-05-28,ir,sell,8000.0,31.81
2019-06-12,2019-05-28,payx,sell,8000.0,82.09
2019-06-12,2019-05-28,lyb,sell,8000.0,74.86
2019-06-12,2019-05-28,ma,sell,8000.0,264.16
2019-06-12,2019-05-28,nvda,sell,8000.0,37.56
2019-06-12,2019-05-28,rf,sell,8000.0,12.86
2019-06-12,2019-05-28,stt,sell,8000.0,52.64
2019-06-12,2019-05-28,isrg,sell,8000.0,172.17
2019-06-12,2019-05-28,dow,sell,8000.0,44.87
2019-06-12,2019-05-28,mu,sell,8000.0,34.94
2019-06-12,2019-05-28,bkng,sell,8000.0,1812.66
2019-06-12,2019-05-28,uhs,sell,8000.0,120.1
2019-06-12,2019-05-01,ctsh,sell,8000.0,61.39
2019-06-12,2019-05-28,slb,sell,8000.0,33.18
2019-06-12,2019-05-28,cat,sell,8000.0,120.75
2019-06-12,2019-05-28,ci,sell,8000.0,155.55
2019-06-12,2019-05-28,bk,sell,8000.0,41.53
2019-06-12,2019-05-28,psx,sell,8000.0,75.74
2019-06-12,2019-05-28,gm,sell,8000.0,35.19
2019-06-12,2019-05-28,fdx,sell,8000.0,157.8
2019-06-12,2019-05-28,bac,sell,8000.0,26.66
2019-06-12,2019-05-28,tmus,sell,8000.0,76.67
2019-06-12,2019-05-28,zts,sell,8000.0,109.94
2019-06-12,2019-05-28,adp,sell,8000.0,160.79
2019-06-12,2019-05-28,wmb,sell,8000.0,23.1
2019-06-12,2019-05-28,mmm,sell,8000.0,154.9
2019-06-12,2019-05-28,wmt,sell,8000.0,104.52
2019-06-12,2019-05-28,abt,sell,8000.0,77.91
2019-06-12,2019-05-28,intc,sell,8000.0,44.56
2019-06-12,2019-05-28,cmcsa,sell,32500.0,39.47
2019-06-12,2019-05-28,lly,sell,32500.0,109.91
2019-06-12,2019-05-28,v,sell,32500.0,169.28
2019-06-12,2019-05-28,ko,sell,32500.0,47.09
2019-06-12,2019-05-28,mrk,sell,32500.0,72.11
2019-06-12,2019-05-28,hca,buy,8000.0,124.32
2019-06-12,2019-05-28,adbe,buy,8000.0,284.89
2019-06-12,2019-05-28,kr,buy,8000.0,23.0
2019-06-12,2019-05-28,keys,buy,8000.0,82.36
2019-06-12,2019-05-28,abmd,buy,8000.0,279.69
2019-06-12,2019-05-28,rop,buy,8000.0,361.98
2019-06-12,2019-05-28,usb,buy,8000.0,48.02
2019-06-12,2019-05-28,dal,buy,8000.0,53.61
2019-06-12,2019-05-28,rost,buy,8000.0,97.42
2019-06-12,2019-05-28,rtx,buy,8000.0,75.22
2019-06-12,2019-05-28,adi,buy,8000.0,100.7
2019-06-12,2019-05-28,mkc,buy,8000.0,75.33
2019-06-12,2019-05-28,amzn,buy,8000.0,1893.7
2019-06-12,2019-05-28,hpq,buy,8000.0,18.38
2019-06-12,2019-05-28,aph,buy,8000.0,45.63
2019-06-12,2019-05-28,disca,buy,8000.0,28.25
2019-06-12,2019-05-28,mdlz,buy,8000.0,51.65
2019-06-12,2019-05-28,klac,buy,8000.0,112.25
2019-06-12,2019-05-28,it,buy,8000.0,159.02
2019-06-12,2019-05-28,amat,buy,8000.0,42.07
2019-06-12,2019-05-28,swk,buy,8000.0,133.9
2019-06-12,2019-05-28,txn,buy,8000.0,107.73
2019-06-12,2019-05-28,ip,buy,8000.0,36.37
2019-06-12,2019-05-28,mchp,buy,8000.0,40.6
2019-06-12,2019-05-28,mo,buy,8000.0,41.43
2019-06-12,2019-05-28,lbrda,buy,8000.0,101.68
2019-06-12,2019-05-28,ulta,buy,8000.0,341.89
2019-06-12,2019-05-28,unp,buy,8000.0,159.63
2019-06-12,2019-05-28,adm,buy,8000.0,36.98
2019-06-12,2019-05-28,fb,buy,8000.0,179.98
2019-06-12,2019-05-28,vtrs,buy,8000.0,17.45
2019-06-12,2019-05-28,mar,buy,8000.0,133.96
2019-06-12,2019-05-28,el,buy,8000.0,173.18
2019-06-12,2019-05-28,bll,buy,8000.0,65.07
2019-06-12,2019-05-28,nsc,buy,8000.0,194.24
2019-06-12,2019-05-28,mmp,buy,8000.0,50.48
2019-06-12,2019-05-28,bmy,buy,8000.0,42.16
2019-06-12,2019-05-28,antm,buy,8000.0,273.14
2019-06-12,2019-05-28,ups,buy,8000.0,92.63
2019-06-12,2019-05-28,tjx,buy,8000.0,50.08
2019-06-12,2019-05-28,lng,buy,8000.0,66.0
2019-06-12,2019-05-28,oxy,buy,8000.0,45.32
2019-06-12,2019-05-28,cvs,buy,8000.0,50.89
2019-06-12,2019-05-28,biib,buy,8000.0,232.81
2019-06-12,2019-05-28,axp,buy,8000.0,120.0
2019-06-12,2019-05-28,ba,buy,8000.0,349.14
2019-06-12,2019-05-28,msft,buy,8000.0,131.34
2019-06-12,2019-05-28,lrcx,buy,8000.0,183.75
2019-06-12,2019-05-28,mmc,buy,8000.0,94.82
2019-06-12,2019-05-28,gpn,buy,8000.0,159.95
2019-06-12,2019-05-28,chtr,buy,8000.0,397.68
2019-06-12,2019-05-28,aptv,buy,8000.0,75.14
2019-06-12,2019-05-28,mdt,buy,8000.0,92.06
2019-06-12,2019-05-28,xom,buy,8000.0,63.08
2019-06-12,2019-05-28,ice,buy,8000.0,83.29
2019-06-12,2019-05-28,vz,buy,8000.0,49.81
2019-06-12,2019-05-28,hal,buy,8000.0,20.96
2019-06-12,2019-05-28,syk,buy,8000.0,192.05
2019-06-12,2019-05-28,f,buy,8000.0,9.27
2019-06-12,2019-05-28,etn,buy,8000.0,44.51
2019-06-12,2019-05-28,cme,buy,8000.0,186.03
2019-06-12,2019-05-28,ftv,buy,8000.0,65.91
2019-06-12,2019-05-28,cost,buy,8000.0,248.28
2019-06-12,2019-05-28,vrtx,buy,8000.0,174.88
2019-06-12,2019-05-28,dd,buy,8000.0,70.57
2019-06-12,2019-05-28,mnst,buy,8000.0,65.75
2019-06-12,2019-05-28,wba,buy,8000.0,48.38
2019-06-12,2019-05-28,fisv,buy,8000.0,90.58
2019-06-12,2019-05-28,fis,buy,8000.0,119.62
2019-06-12,2019-05-28,amgn,buy,8000.0,167.61
2019-06-12,2019-05-28,pep,buy,8000.0,125.23
2019-06-12,2019-05-28,pfe,buy,8000.0,36.75
2019-06-12,2019-05-28,hon,buy,8000.0,164.05
2019-06-12,2019-05-28,jnj,buy,8000.0,130.83
2019-06-12,2019-05-23,rtlr,buy,8000.0,15.83
2019-06-12,2019-05-28,pg,buy,8000.0,102.45
2019-06-12,2019-05-28,cop,buy,8000.0,54.15
2019-06-12,2019-05-28,bsx,buy,8000.0,41.45
2019-06-12,2019-05-28,blk,buy,8000.0,422.17
2019-06-12,2019-05-28,dis,buy,8000.0,136.09
2019-06-12,2019-05-28,acn,buy,8000.0,180.24
2019-06-12,2019-05-28,unh,buy,8000.0,240.08
2019-06-12,2019-05-28,wfc,buy,8000.0,42.79
2019-06-12,2019-05-30,pba,buy,32500.0,29.1
2019-06-12,2019-05-02,ceqp,buy,32500.0,26.0
2019-06-12,2019-05-02,fdx,buy,8000.0,157.8
2019-06-12,2019-05-01,bwxt,sell,8000.0,47.15
2019-06-12,2019-05-02,bwxt,sell,8000.0,47.15
2019-06-12,2019-05-03,bwxt,sell,8000.0,47.15
2019-06-12,2019-05-07,bwxt,sell,8000.0,47.15
2019-06-12,2019-05-16,dis,sell,8000.0,136.09
2019-06-12,2019-05-08,bwxt,sell,8000.0,47.15
2019-06-12,2019-05-24,unh,sell,8000.0,240.08
2019-06-12,2019-05-23,mrk,sell,8000.0,72.11
2019-06-12,2019-05-22,ge,buy,8000.0,80.17
2019-06-12,2019-05-15,wab,buy,8000.0,66.84
2019-06-12,2019-05-01,fdx,buy,8000.0,157.8
2019-06-12,2019-05-17,gpk,buy,8000.0,13.32
2019-06-12,2019-05-01,mndt,buy,8000.0,14.58
2019-06-12,2019-05-22,mndt,buy,8000.0,14.58
2019-06-12,2019-05-15,glw,buy,8000.0,29.03
2019-06-12,2019-05-23,fdx,buy,8000.0,157.8
2019-06-12,2019-05-15,fdx,buy,8000.0,157.8
2019-06-12,2019-05-17,glw,buy,8000.0,29.03
2019-06-12,2019-05-13,ctsh,sell,8000.0,61.39
2019-06-12,2019-05-02,algn,buy,8000.0,316.71
2019-06-12,2019-05-02,v,sell,8000.0,169.28
2019-07-12,2019-06-05,rtlr,sell,8000.0,16.62
2019-07-12,2019-06-12,rtlr,sell,8000.0,16.62
2019-07-12,2019-06-17,rtlr,sell,8000.0,16.62
2019-07-12,2019-06-25,trgp,sell,8000.0,37.41
2019-07-12,2019-06-25,pba,buy,8000.0,30.62
2019-07-12,2019-06-10,ceqp,buy,8000.0,26.84
2019-07-12,2019-06-25,pagp,buy,8000.0,20.46
2019-07-12,2019-06-10,sun,buy,8000.0,24.43
2019-07-12,2019-06-03,ctra,sell,8000.0,24.03
2019-07-12,2019-06-05,rig,sell,8000.0,6.47
2019-07-12,2019-06-03,flt,sell,8000.0,292.29
2019-07-12,2019-06-03,csco,sell,8000.0,53.84
2019-07-12,2019-06-03,cpri,sell,8000.0,34.63
2019-07-12,2019-06-03,agr,sell,8000.0,46.37
2019-07-12,2019-06-03,rf,sell,8000.0,13.67
2019-07-12,2019-06-03,cgnx,sell,8000.0,41.02
2019-07-12,2019-06-03,grmn,sell,8000.0,75.07
2019-07-12,2019-06-03,tdy,sell,8000.0,271.85
2019-07-12,2019-06-03,uri,sell,8000.0,131.37
2019-07-12,2019-06-03,azpn,sell,8000.0,130.62
2019-07-12,2019-06-03,ppg,sell,8000.0,110.91
2019-07-12,2019-06-03,scco,sell,8000.0,33.01
2019-07-12,2019-06-03,clr,sell,8000.0,41.49
2019-07-12,2019-06-03,cag,sell,8000.0,26.05
2019-07-12,2019-06-03,zen,sell,8000.0,93.69
2019-07-12,2019-06-05,nktr,sell,8000.0,34.79
2019-07-12,2019-06-05,amzn,sell,8000.0,2035.8
2019-07-12,2019-06-03,nrg,sell,8000.0,33.25
2019-07-12,2019-06-03,rol,sell,8000.0,24.21
2019-07-12,2019-06-03,rpm,sell,8000.0,57.71
2019-07-12,2019-06-03,ewbc,sell,8000.0,42.72
2019-07-12,2019-06-03,cmg,sell,8000.0,743.01
2019-07-12,2019-06-03,aos,sell,8000.0,42.54
2019-07-12,2019-06-03,leg,sell,8000.0,34.43
2019-07-12,2019-06-03,cah,sell,8000.0,44.65
2019-07-12,2019-06-03,sq,sell,8000.0,78.37
2019-07-12,2019-06-03,kss,sell,8000.0,43.48
2019-07-12,2019-06-03,splk,sell,8000.0,138.09
2019-07-12,2019-06-03,abmd,sell,8000.0,255.81
2019-07-12,2019-06-03,lkq,sell,8000.0,26.16
2019-07-12,2019-06-05,anet,sell,8000.0,67.6
2019-07-12,2019-06-03,algn,sell,8000.0,290.78
2019-07-12,2019-06-03,zion,sell,8000.0,42.45
2019-07-12,2019-06-03,ce,sell,8000.0,99.51
2019-07-12,2019-06-03,wday,sell,8000.0,224.43
2019-07-12,2019-06-03,fang,sell,8000.0,104.36
2019-07-12,2019-06-03,prgo,sell,8000.0,47.74
2019-07-12,2019-06-03,sivb,sell,8000.0,217.59
2019-07-12,2019-06-03,wmb,sell,8000.0,24.13
2019-07-12,2019-06-03,pkg,sell,8000.0,92.82
2019-07-12,2019-06-03,ayi,sell,8000.0,127.45
2019-07-12,2019-06-03,trip,sell,8000.0,40.73
2019-07-12,2019-06-03,jef,sell,8000.0,18.48
2019-07-12,2019-06-03,ehc,sell,8000.0,60.18
2019-07-12,2019-06-03,ctxs,sell,8000.0,97.3
2019-07-12,2019-06-03,hpq,sell,8000.0,19.01
2019-07-12,2019-06-03,vrtx,sell,8000.0,178.86
2019-07-12,2019-06-03,amg,sell,8000.0,89.46
2019-07-12,2019-06-03,fb,sell,8000.0,203.8
2019-07-12,2019-06-03,lyb,sell,8000.0,74.24
2019-07-12,2019-06-27,czr,sell,8000.0,47.35
2019-07-12,2019-06-03,hwm,sell,8000.0,25.71
2019-07-12,2019-06-03,fcx,sell,8000.0,10.67
2019-07-12,2019-06-03,foxa,sell,8000.0,35.15
2019-07-12,2019-06-03,ftnt,sell,8000.0,81.05
2019-07-12,2019-06-03,dxc,sell,8000.0,53.53
2019-07-12,2019-06-03,ccl,sell,8000.0,43.99
2019-07-12,2019-06-03,rost,sell,8000.0,101.98
2019-07-12,2019-06-03,orly,sell,8000.0,389.2
2019-07-12,2019-06-03,now,sell,8000.0,302.63
2019-07-12,2019-06-03,cnp,sell,8000.0,26.58
2019-07-12,2019-06-03,maa,sell,8000.0,0.0
2019-07-12,2019-06-03,qcom,sell,8000.0,70.68
2019-07-12,2019-06-03,wat,sell,8000.0,217.27
2019-07-12,2019-06-03,pxd,sell,8000.0,134.76
2019-07-12,2019-06-03,tdg,sell,8000.0,437.36
2019-07-12,2019-06-03,rok,sell,8000.0,148.62
2019-07-12,2019-06-03,peg,sell,8000.0,55.29
2019-07-12,2019-06-03,a,sell,8000.0,72.47
2019-07-12,2019-06-03,de,sell,8000.0,153.58
2019-07-12,2019-06-03,hal,sell,8000.0,22.46
2019-07-12,2019-06-03,aptv,sell,8000.0,76.94
2019-07-12,2019-06-03,hpe,sell,8000.0,13.49
2019-07-12,2019-06-05,oxy,sell,8000.0,46.78
2019-07-12,2019-06-03,cma,sell,8000.0,63.21
2019-07-12,2019-06-03,schw,sell,8000.0,38.13
2019-07-12,2019-06-03,d,sell,8000.0,70.19
2019-07-12,2019-06-03,vfc,sell,8000.0,81.59
2019-07-12,2019-06-03,vlo,sell,8000.0,71.87
2019-07-12,2019-06-03,bdx,sell,8000.0,241.69
2019-07-12,2019-06-03,dg,sell,8000.0,137.22
2019-07-12,2019-06-03,ual,sell,8000.0,89.51
2019-07-12,2019-06-03,dvn,sell,8000.0,25.75
2019-07-12,2019-06-03,elan,sell,8000.0,33.16
2019-07-12,2019-06-03,mkc,sell,8000.0,75.85
2019-07-12,2019-06-03,avb,sell,8000.0,195.96
2019-07-12,2019-06-03,czr,sell,8000.0,47.35
2019-07-12,2019-06-03,gd,sell,8000.0,170.67
2019-07-12,2019-06-03,ew,sell,8000.0,63.73
2019-07-12,2019-06-03,ntrs,sell,8000.0,85.1
2019-07-12,2019-06-03,kr,sell,8000.0,20.41
2019-07-12,2019-06-03,eqr,sell,8000.0,73.28
2019-07-12,2019-06-03,bwxt,sell,8000.0,50.24
2019-07-12,2019-06-03,ctsh,sell,8000.0,62.39
2019-07-12,2019-06-03,slb,sell,8000.0,37.35
2019-07-12,2019-06-03,wdc,sell,8000.0,52.61
2019-07-12,2019-06-03,ir,sell,8000.0,30.62
2019-07-12,2019-06-03,mtd,sell,8000.0,858.48
2019-07-12,2019-06-03,atvi,sell,8000.0,46.31
2019-07-12,2019-06-03,gm,sell,8000.0,36.87
2019-07-12,2019-06-03,dow,sell,8000.0,41.03
2019-07-12,2019-06-03,antm,sell,8000.0,294.66
2019-07-12,2019-06-03,aon,sell,8000.0,193.23
2019-07-12,2019-06-03,biib,sell,8000.0,232.14
2019-07-12,2019-06-03,usb,sell,8000.0,48.72
2019-07-12,2019-06-03,stt,sell,8000.0,50.49
2019-07-12,2019-06-03,regn,sell,8000.0,296.99
2019-07-12,2019-06-03,clx,sell,8000.0,145.22
2019-07-12,2019-06-03,hum,sell,8000.0,271.76
2019-07-12,2019-06-03,alny,buy,75000.0,74.11
2019-07-12,2019-06-03,exas,buy,75000.0,120.73
2019-07-12,2019-06-03,mrk,buy,175000.0,74.66
2019-07-12,2019-06-03,pfe,buy,175000.0,37.6
2019-07-12,2019-06-03,vz,buy,175000.0,51.29
2019-07-12,2019-06-03,amzn,buy,75000.0,2035.8
2019-07-12,2019-06-03,unp,buy,75000.0,162.76
2019-07-12,2019-06-03,cost,buy,75000.0,264.68
2019-07-12,2019-06-03,dis,buy,75000.0,142.69
2019-07-12,2019-06-03,orcl,buy,75000.0,57.51
2019-07-12,2019-06-03,xom,buy,75000.0,65.27
2019-07-12,2019-06-03,pm,buy,75000.0,69.45
2019-07-12,2019-06-03,nke,buy,75000.0,85.52
2019-07-12,2019-06-03,intc,buy,75000.0,45.91
